Geneid	Chr	Start	End	Strand
all_samples_summits_582	chr1	52254393	52254893	.
all_samples_summits_583	chr1	52270206	52270706	.
all_samples_summits_584	chr1	52302508	52303008	.
all_samples_summits_585	chr1	52303481	52303981	.
all_samples_summits_586	chr1	52354233	52354733	.
all_samples_summits_587	chr1	52366341	52366841	.
all_samples_summits_588	chr1	52454661	52455161	.
all_samples_summits_589	chr1	52456589	52457089	.
all_samples_summits_590	chr1	52499633	52500133	.
all_samples_summits_591	chr1	52500391	52500891	.
all_samples_summits_592	chr1	52501663	52502163	.
all_samples_summits_593	chr1	52597759	52598259	.
all_samples_summits_594	chr1	52630398	52630898	.
all_samples_summits_595	chr1	52630910	52631410	.
all_samples_summits_596	chr1	52635752	52636252	.
all_samples_summits_597	chr1	52640243	52640743	.
all_samples_summits_598	chr1	52647672	52648172	.
all_samples_summits_599	chr1	52675451	52675951	.
all_samples_summits_600	chr1	52683508	52684008	.
all_samples_summits_601	chr1	52722647	52723147	.
all_samples_summits_602	chr1	52724144	52724644	.
all_samples_summits_603	chr1	52726224	52726724	.
all_samples_summits_604	chr1	52727104	52727604	.
all_samples_summits_605	chr1	52765104	52765604	.
all_samples_summits_606	chr1	52790428	52790928	.
all_samples_summits_607	chr1	52799366	52799866	.
all_samples_summits_608	chr1	52816871	52817371	.
all_samples_summits_609	chr1	52817511	52818011	.
all_samples_summits_610	chr1	52844650	52845150	.
all_samples_summits_611	chr1	52848139	52848639	.
all_samples_summits_612	chr1	52953010	52953510	.
all_samples_summits_613	chr1	53017926	53018426	.
all_samples_summits_614	chr1	53296762	53297262	.
all_samples_summits_615	chr1	53313385	53313885	.
all_samples_summits_616	chr1	53352489	53352989	.
all_samples_summits_617	chr1	53720921	53721421	.
all_samples_summits_618	chr1	53728756	53729256	.
all_samples_summits_619	chr1	53761656	53762156	.
all_samples_summits_620	chr1	53784115	53784615	.
all_samples_summits_621	chr1	53784952	53785452	.
all_samples_summits_622	chr1	53821934	53822434	.
all_samples_summits_623	chr1	53838090	53838590	.
all_samples_summits_624	chr1	53842999	53843499	.
all_samples_summits_625	chr1	53845200	53845700	.
all_samples_summits_626	chr1	53845859	53846359	.
all_samples_summits_627	chr1	53846609	53847109	.
all_samples_summits_628	chr1	53849899	53850399	.
all_samples_summits_629	chr1	53852176	53852676	.
all_samples_summits_630	chr1	53855690	53856190	.
all_samples_summits_631	chr1	53856541	53857041	.
all_samples_summits_632	chr1	54250474	54250974	.
all_samples_summits_633	chr1	54438765	54439265	.
all_samples_summits_634	chr1	54523647	54524147	.
all_samples_summits_635	chr1	54557407	54557907	.
all_samples_summits_636	chr1	54600316	54600816	.
all_samples_summits_637	chr1	54603832	54604332	.
all_samples_summits_638	chr1	54606103	54606603	.
all_samples_summits_639	chr1	54665907	54666407	.
all_samples_summits_640	chr1	54747648	54748148	.
all_samples_summits_641	chr1	54749400	54749900	.
all_samples_summits_642	chr1	54826570	54827070	.
all_samples_summits_643	chr1	54830085	54830585	.
all_samples_summits_644	chr1	54832667	54833167	.
all_samples_summits_645	chr1	54837605	54838105	.
all_samples_summits_646	chr1	54881435	54881935	.
all_samples_summits_647	chr1	54905564	54906064	.
all_samples_summits_648	chr1	54925606	54926106	.
all_samples_summits_649	chr1	54926142	54926642	.
all_samples_summits_650	chr1	54983232	54983732	.
all_samples_summits_651	chr1	55026707	55027207	.
all_samples_summits_652	chr1	55027228	55027728	.
all_samples_summits_653	chr1	55052501	55053001	.
all_samples_summits_654	chr1	55087137	55087637	.
all_samples_summits_655	chr1	55087737	55088237	.
all_samples_summits_656	chr1	55131020	55131520	.
all_samples_summits_657	chr1	55163962	55164462	.
all_samples_summits_658	chr1	55213417	55213917	.
all_samples_summits_659	chr1	55228371	55228871	.
all_samples_summits_660	chr1	55236949	55237449	.
all_samples_summits_661	chr1	55237732	55238232	.
all_samples_summits_662	chr1	55239217	55239717	.
all_samples_summits_663	chr1	55363234	55363734	.
all_samples_summits_664	chr1	55383065	55383565	.
all_samples_summits_665	chr1	55405577	55406077	.
all_samples_summits_666	chr1	55528471	55528971	.
all_samples_summits_667	chr1	55565822	55566322	.
all_samples_summits_668	chr1	55575843	55576343	.
all_samples_summits_669	chr1	56888847	56889347	.
all_samples_summits_670	chr1	56896633	56897133	.
all_samples_summits_671	chr1	56897471	56897971	.
all_samples_summits_672	chr1	56972104	56972604	.
all_samples_summits_673	chr1	56972887	56973387	.
all_samples_summits_674	chr1	56977059	56977559	.
all_samples_summits_675	chr1	57377333	57377833	.
all_samples_summits_676	chr1	57377888	57378388	.
all_samples_summits_677	chr1	57406491	57406991	.
all_samples_summits_678	chr1	57428855	57429355	.
all_samples_summits_679	chr1	57773879	57774379	.
all_samples_summits_680	chr1	57774945	57775445	.
all_samples_summits_681	chr1	57845245	57845745	.
all_samples_summits_682	chr1	57849071	57849571	.
all_samples_summits_683	chr1	57849865	57850365	.
all_samples_summits_684	chr1	57852479	57852979	.
all_samples_summits_685	chr1	57969842	57970342	.
all_samples_summits_686	chr1	57995695	57996195	.
all_samples_summits_687	chr1	58029465	58029965	.
all_samples_summits_688	chr1	58030469	58030969	.
all_samples_summits_689	chr1	58031126	58031626	.
all_samples_summits_690	chr1	58071483	58071983	.
all_samples_summits_691	chr1	58081310	58081810	.
all_samples_summits_692	chr1	58098140	58098640	.
all_samples_summits_693	chr1	58111247	58111747	.
all_samples_summits_694	chr1	58112742	58113242	.
all_samples_summits_695	chr1	58114093	58114593	.
all_samples_summits_696	chr1	58257514	58258014	.
all_samples_summits_697	chr1	58296260	58296760	.
all_samples_summits_698	chr1	58343770	58344270	.
all_samples_summits_699	chr1	58353453	58353953	.
all_samples_summits_700	chr1	58359472	58359972	.
all_samples_summits_701	chr1	58392824	58393324	.
all_samples_summits_702	chr1	58393499	58393999	.
all_samples_summits_703	chr1	58415743	58416243	.
all_samples_summits_704	chr1	58422857	58423357	.
all_samples_summits_705	chr1	58423835	58424335	.
all_samples_summits_706	chr1	58445305	58445805	.
all_samples_summits_707	chr1	58504763	58505263	.
all_samples_summits_708	chr1	58535848	58536348	.
all_samples_summits_709	chr1	58586033	58586533	.
all_samples_summits_710	chr1	58586548	58587048	.
all_samples_summits_711	chr1	58652451	58652951	.
all_samples_summits_712	chr1	58692381	58692881	.
all_samples_summits_713	chr1	58710916	58711416	.
all_samples_summits_714	chr1	58711510	58712010	.
all_samples_summits_715	chr1	58712438	58712938	.
all_samples_summits_716	chr1	58713010	58713510	.
all_samples_summits_717	chr1	58720022	58720522	.
all_samples_summits_718	chr1	58722047	58722547	.
all_samples_summits_719	chr1	58725747	58726247	.
all_samples_summits_720	chr1	58742467	58742967	.
all_samples_summits_721	chr1	58761233	58761733	.
all_samples_summits_722	chr1	58795180	58795680	.
all_samples_summits_723	chr1	58830805	58831305	.
all_samples_summits_724	chr1	58856789	58857289	.
all_samples_summits_725	chr1	58859135	58859635	.
all_samples_summits_726	chr1	58859696	58860196	.
all_samples_summits_727	chr1	58897489	58897989	.
all_samples_summits_728	chr1	58951173	58951673	.
all_samples_summits_729	chr1	58973294	58973794	.
all_samples_summits_730	chr1	58973817	58974317	.
all_samples_summits_731	chr1	59070784	59071284	.
all_samples_summits_732	chr1	59110621	59111121	.
all_samples_summits_733	chr1	59119865	59120365	.
all_samples_summits_734	chr1	59134358	59134858	.
all_samples_summits_735	chr1	59162866	59163366	.
all_samples_summits_736	chr1	59236989	59237489	.
all_samples_summits_737	chr1	59237875	59238375	.
all_samples_summits_738	chr1	59316638	59317138	.
all_samples_summits_739	chr1	59321235	59321735	.
all_samples_summits_740	chr1	59340797	59341297	.
all_samples_summits_741	chr1	59381391	59381891	.
all_samples_summits_742	chr1	59410814	59411314	.
all_samples_summits_743	chr1	59464776	59465276	.
all_samples_summits_744	chr1	59472307	59472807	.
all_samples_summits_745	chr1	59473120	59473620	.
all_samples_summits_746	chr1	59481126	59481626	.
all_samples_summits_747	chr1	59481759	59482259	.
all_samples_summits_748	chr1	59482577	59483077	.
all_samples_summits_749	chr1	59483682	59484182	.
all_samples_summits_750	chr1	59487466	59487966	.
all_samples_summits_751	chr1	59497902	59498402	.
all_samples_summits_752	chr1	59516228	59516728	.
all_samples_summits_753	chr1	59516906	59517406	.
all_samples_summits_754	chr1	59579338	59579838	.
all_samples_summits_755	chr1	59580195	59580695	.
all_samples_summits_756	chr1	59584574	59585074	.
all_samples_summits_757	chr1	59623276	59623776	.
all_samples_summits_758	chr1	59670036	59670536	.
all_samples_summits_759	chr1	59670555	59671055	.
all_samples_summits_760	chr1	59684692	59685192	.
all_samples_summits_761	chr1	59730033	59730533	.
all_samples_summits_762	chr1	59739880	59740380	.
all_samples_summits_763	chr1	59745032	59745532	.
all_samples_summits_764	chr1	59762130	59762630	.
all_samples_summits_765	chr1	59762638	59763138	.
all_samples_summits_766	chr1	59763248	59763748	.
all_samples_summits_767	chr1	59763945	59764445	.
all_samples_summits_768	chr1	59764557	59765057	.
all_samples_summits_769	chr1	59883671	59884171	.
all_samples_summits_770	chr1	59895387	59895887	.
all_samples_summits_771	chr1	59912698	59913198	.
all_samples_summits_772	chr1	59913568	59914068	.
all_samples_summits_773	chr1	59915788	59916288	.
all_samples_summits_774	chr1	59942332	59942832	.
all_samples_summits_775	chr1	59966095	59966595	.
all_samples_summits_776	chr1	59971503	59972003	.
all_samples_summits_777	chr1	60000191	60000691	.
all_samples_summits_778	chr1	60097446	60097946	.
all_samples_summits_779	chr1	60097988	60098488	.
all_samples_summits_780	chr1	60180274	60180774	.
all_samples_summits_781	chr1	60180845	60181345	.
all_samples_summits_782	chr1	60343043	60343543	.
all_samples_summits_783	chr1	60409401	60409901	.
all_samples_summits_784	chr1	60565227	60565727	.
all_samples_summits_785	chr1	60566021	60566521	.
all_samples_summits_786	chr1	60566541	60567041	.
all_samples_summits_787	chr1	60596319	60596819	.
all_samples_summits_788	chr1	60598864	60599364	.
all_samples_summits_789	chr1	60609329	60609829	.
all_samples_summits_790	chr1	60621722	60622222	.
all_samples_summits_791	chr1	60646083	60646583	.
all_samples_summits_792	chr1	60668992	60669492	.
all_samples_summits_793	chr1	60774961	60775461	.
all_samples_summits_794	chr1	60815835	60816335	.
all_samples_summits_795	chr1	60822901	60823401	.
all_samples_summits_796	chr1	60824440	60824940	.
all_samples_summits_797	chr1	60825789	60826289	.
all_samples_summits_798	chr1	60859801	60860301	.
all_samples_summits_799	chr1	61136096	61136596	.
all_samples_summits_800	chr1	61181059	61181559	.
all_samples_summits_801	chr1	61638665	61639165	.
all_samples_summits_802	chr1	61639656	61640156	.
all_samples_summits_803	chr1	61641751	61642251	.
all_samples_summits_804	chr1	61771140	61771640	.
all_samples_summits_805	chr1	61779899	61780399	.
all_samples_summits_806	chr1	61874511	61875011	.
all_samples_summits_807	chr1	62085909	62086409	.
all_samples_summits_808	chr1	62086523	62087023	.
all_samples_summits_809	chr1	62175029	62175529	.
all_samples_summits_810	chr1	62182563	62183063	.
all_samples_summits_811	chr1	62280561	62281061	.
all_samples_summits_812	chr1	62696896	62697396	.
all_samples_summits_813	chr1	62700993	62701493	.
all_samples_summits_814	chr1	62703058	62703558	.
all_samples_summits_815	chr1	62704516	62705016	.
all_samples_summits_816	chr1	62706200	62706700	.
all_samples_summits_817	chr1	62767610	62768110	.
all_samples_summits_818	chr1	62777183	62777683	.
all_samples_summits_819	chr1	62843147	62843647	.
all_samples_summits_820	chr1	62941971	62942471	.
all_samples_summits_821	chr1	62942976	62943476	.
all_samples_summits_822	chr1	62947748	62948248	.
all_samples_summits_823	chr1	62952997	62953497	.
all_samples_summits_824	chr1	62964243	62964743	.
all_samples_summits_825	chr1	62984395	62984895	.
all_samples_summits_826	chr1	62986279	62986779	.
all_samples_summits_827	chr1	63032884	63033384	.
all_samples_summits_828	chr1	63050882	63051382	.
all_samples_summits_829	chr1	63112872	63113372	.
all_samples_summits_830	chr1	63113497	63113997	.
all_samples_summits_831	chr1	63114422	63114922	.
all_samples_summits_832	chr1	63129790	63130290	.
all_samples_summits_833	chr1	63176509	63177009	.
all_samples_summits_834	chr1	63177069	63177569	.
all_samples_summits_835	chr1	63180992	63181492	.
all_samples_summits_836	chr1	63730380	63730880	.
all_samples_summits_837	chr1	63953432	63953932	.
all_samples_summits_838	chr1	63976798	63977298	.
all_samples_summits_839	chr1	64005143	64005643	.
all_samples_summits_840	chr1	64081705	64082205	.
all_samples_summits_841	chr1	64088221	64088721	.
all_samples_summits_842	chr1	64105241	64105741	.
all_samples_summits_843	chr1	64118776	64119276	.
all_samples_summits_844	chr1	64120780	64121280	.
all_samples_summits_845	chr1	64121480	64121980	.
all_samples_summits_846	chr1	64122084	64122584	.
all_samples_summits_847	chr1	64195258	64195758	.
all_samples_summits_848	chr1	64209067	64209567	.
all_samples_summits_849	chr1	64226038	64226538	.
all_samples_summits_850	chr1	64305468	64305968	.
all_samples_summits_851	chr1	64337847	64338347	.
all_samples_summits_852	chr1	64531991	64532491	.
all_samples_summits_853	chr1	64532571	64533071	.
all_samples_summits_854	chr1	64601418	64601918	.
all_samples_summits_855	chr1	64616971	64617471	.
all_samples_summits_856	chr1	64617544	64618044	.
all_samples_summits_857	chr1	64690507	64691007	.
all_samples_summits_858	chr1	64691195	64691695	.
all_samples_summits_859	chr1	64705185	64705685	.
all_samples_summits_860	chr1	64715411	64715911	.
all_samples_summits_861	chr1	64717463	64717963	.
all_samples_summits_862	chr1	64734666	64735166	.
all_samples_summits_863	chr1	64735708	64736208	.
all_samples_summits_864	chr1	64736842	64737342	.
all_samples_summits_865	chr1	64737676	64738176	.
all_samples_summits_866	chr1	64738775	64739275	.
all_samples_summits_867	chr1	64744564	64745064	.
all_samples_summits_868	chr1	64753110	64753610	.
all_samples_summits_869	chr1	64756224	64756724	.
all_samples_summits_870	chr1	64757191	64757691	.
all_samples_summits_871	chr1	64795664	64796164	.
all_samples_summits_872	chr1	64797172	64797672	.
all_samples_summits_873	chr1	64807096	64807596	.
all_samples_summits_874	chr1	64809091	64809591	.
all_samples_summits_875	chr1	64853868	64854368	.
all_samples_summits_876	chr1	64859830	64860330	.
all_samples_summits_877	chr1	64884909	64885409	.
all_samples_summits_878	chr1	64887755	64888255	.
all_samples_summits_879	chr1	64949376	64949876	.
all_samples_summits_880	chr1	64956562	64957062	.
all_samples_summits_881	chr1	65010078	65010578	.
all_samples_summits_882	chr1	65111972	65112472	.
all_samples_summits_883	chr1	65113431	65113931	.
all_samples_summits_884	chr1	65176881	65177381	.
all_samples_summits_885	chr1	65178223	65178723	.
all_samples_summits_886	chr1	65178989	65179489	.
all_samples_summits_887	chr1	65179791	65180291	.
all_samples_summits_888	chr1	65186399	65186899	.
all_samples_summits_889	chr1	65245637	65246137	.
all_samples_summits_890	chr1	65389597	65390097	.
all_samples_summits_891	chr1	66132989	66133489	.
all_samples_summits_892	chr1	66174971	66175471	.
all_samples_summits_893	chr1	66244834	66245334	.
all_samples_summits_894	chr1	66280628	66281128	.
all_samples_summits_895	chr1	66700579	66701079	.
all_samples_summits_896	chr1	66806728	66807228	.
all_samples_summits_897	chr1	66813474	66813974	.
all_samples_summits_898	chr1	66815882	66816382	.
all_samples_summits_899	chr1	66816678	66817178	.
all_samples_summits_900	chr1	66817314	66817814	.
all_samples_summits_901	chr1	66817951	66818451	.
all_samples_summits_902	chr1	66839667	66840167	.
all_samples_summits_903	chr1	66845884	66846384	.
all_samples_summits_904	chr1	66862074	66862574	.
all_samples_summits_905	chr1	66863072	66863572	.
all_samples_summits_906	chr1	66884175	66884675	.
all_samples_summits_907	chr1	66896079	66896579	.
all_samples_summits_908	chr1	66900913	66901413	.
all_samples_summits_909	chr1	66940891	66941391	.
all_samples_summits_910	chr1	66996780	66997280	.
all_samples_summits_911	chr1	67038636	67039136	.
all_samples_summits_912	chr1	67061392	67061892	.
all_samples_summits_913	chr1	67436865	67437365	.
all_samples_summits_914	chr1	67518231	67518731	.
all_samples_summits_915	chr1	67520933	67521433	.
all_samples_summits_916	chr1	69687346	69687846	.
all_samples_summits_917	chr1	69688939	69689439	.
all_samples_summits_918	chr1	71004213	71004713	.
all_samples_summits_919	chr1	71102262	71102762	.
all_samples_summits_920	chr1	71102863	71103363	.
all_samples_summits_921	chr1	71386567	71387067	.
all_samples_summits_922	chr1	71531588	71532088	.
